x_mm,y_mm,z_mm
1160.000,-152.604,476.143
1160.000,-162.101,472.994
1160.000,-171.532,469.656
1160.000,-180.895,466.130
1160.000,-190.186,462.417
1160.000,-199.400,458.519
1160.000,-208.535,454.437
1160.000,-217.586,450.174
1160.000,-226.549,445.730
1160.000,-235.423,441.108
1160.000,-244.201,436.309
1160.000,-252.883,431.336
1160.000,-261.463,426.189
1160.000,-269.938,420.872
1160.000,-278.305,415.387
1160.000,-286.561,409.735
1160.000,-294.701,403.920
1160.000,-302.724,397.942
1160.000,-310.626,391.805
1160.000,-318.404,385.512
1160.000,-326.053,379.064
1160.000,-333.573,372.464
1160.000,-340.959,365.715
1160.000,-348.208,358.819
1160.000,-355.318,351.780
1160.000,-362.285,344.600
1160.000,-369.108,337.283
1160.000,-375.782,329.830
1160.000,-382.307,322.245
1160.000,-388.678,314.531
1160.000,-394.893,306.691
1160.000,-400.951,298.728
1160.000,-406.848,290.646
1160.000,-412.582,282.447
1160.000,-418.151,274.135
1160.000,-423.552,265.713
1160.000,-428.784,257.185
1160.000,-433.844,248.555
1160.000,-438.730,239.824
1160.000,-443.441,230.998
1160.000,-447.974,222.079
1160.000,-452.328,213.071
1160.000,-456.501,203.977
1160.000,-460.491,194.803
1160.000,-464.297,185.550
1160.000,-467.916,176.223
1160.000,-471.349,166.825
1160.000,-474.592,157.360
1160.000,-477.646,147.833
1160.000,-480.508,138.246
1160.000,-483.178,128.604
1160.000,-485.655,118.910
1160.000,-487.937,109.169
1160.000,-490.023,99.384
1160.000,-491.914,89.560
1160.000,-493.607,79.699
1160.000,-495.103,69.807
1160.000,-496.401,59.886
1160.000,-497.500,49.942
1160.000,-498.399,39.978
1160.000,-499.099,29.997
1160.000,-499.600,20.005
1160.000,-499.900,10.004
1160.000,-500.000,0.000
1170.000,500.000,0.000
1170.000,499.900,10.004
1170.000,499.600,20.005
1170.000,499.099,29.997
1170.000,498.399,39.978
1170.000,497.500,49.942
1170.000,496.401,59.886
1170.000,495.103,69.807
1170.000,493.607,79.699
1170.000,491.914,89.560
1170.000,490.023,99.384
1170.000,487.937,109.169
1170.000,485.655,118.910
1170.000,483.178,128.604
1170.000,480.508,138.246
1170.000,477.646,147.833
1170.000,474.592,157.360
1170.000,471.349,166.825
1170.000,467.916,176.223
1170.000,464.297,185.550
1170.000,460.491,194.803
1170.000,456.501,203.977
1170.000,452.328,213.071
1170.000,447.974,222.079
1170.000,443.441,230.998
1170.000,438.730,239.824
1170.000,433.844,248.555
1170.000,428.784,257.185
1170.000,423.552,265.713
1170.000,418.151,274.135
1170.000,412.582,282.447
1170.000,406.848,290.646
1170.000,400.951,298.728
1170.000,394.893,306.691
1170.000,388.678,314.531
1170.000,382.307,322.245
1170.000,375.782,329.830
1170.000,369.108,337.283
1170.000,362.285,344.600
1170.000,355.318,351.780
1170.000,348.208,358.819
1170.000,340.959,365.715
1170.000,333.573,372.464
1170.000,326.053,379.064
1170.000,318.404,385.512
1170.000,310.626,391.805
1170.000,302.724,397.942
1170.000,294.701,403.920
1170.000,286.561,409.735
1170.000,278.305,415.387
1170.000,269.938,420.872
1170.000,261.463,426.189
1170.000,252.883,431.336
1170.000,244.201,436.309
1170.000,235.423,441.108
1170.000,226.549,445.730
1170.000,217.586,450.174
1170.000,208.535,454.437
1170.000,199.400,458.519
1170.000,190.186,462.417
1170.000,180.895,466.130
1170.000,171.532,469.656
1170.000,162.101,472.994
1170.000,152.604,476.143
1170.000,143.047,479.101
1170.000,133.432,481.867
1170.000,123.763,484.441
1170.000,114.046,486.820
1170.000,104.282,489.004
1170.000,94.477,490.993
1170.000,84.634,492.785
1170.000,74.757,494.380
1170.000,64.850,495.777
1170.000,54.917,496.975
1170.000,44.962,497.974
1170.000,34.989,498.774
1170.000,25.002,499.374
1170.000,15.005,499.775
1170.000,5.002,499.975
1170.000,-5.002,499.975
1170.000,-15.005,499.775
1170.000,-25.002,499.374
1170.000,-34.989,498.774
1170.000,-44.962,497.974
1170.000,-54.917,496.975
1170.000,-64.850,495.777
1170.000,-74.757,494.380
1170.000,-84.634,492.785
1170.000,-94.477,490.993
1170.000,-104.282,489.004
1170.000,-114.046,486.820
1170.000,-123.763,484.441
1170.000,-133.432,481.867
1170.000,-143.047,479.101
1170.000,-152.604,476.143
1170.000,-162.101,472.994
1170.000,-171.532,469.656
1170.000,-180.895,466.130
1170.000,-190.186,462.417
1170.000,-199.400,458.519
1170.000,-208.535,454.437
1170.000,-217.586,450.174
1170.000,-226.549,445.730
1170.000,-235.423,441.108
1170.000,-244.201,436.309
1170.000,-252.883,431.336
1170.000,-261.463,426.189
1170.000,-269.938,420.872
1170.000,-278.305,415.387
1170.000,-286.561,409.735
1170.000,-294.701,403.920
1170.000,-302.724,397.942
1170.000,-310.626,391.805
1170.000,-318.404,385.512
1170.000,-326.053,379.064
1170.000,-333.573,372.464
1170.000,-340.959,365.715
1170.000,-348.208,358.819
1170.000,-355.318,351.780
1170.000,-362.285,344.600
1170.000,-369.108,337.283
1170.000,-375.782,329.830
1170.000,-382.307,322.245
1170.000,-388.678,314.531
1170.000,-394.893,306.691
1170.000,-400.951,298.728
1170.000,-406.848,290.646
1170.000,-412.582,282.447
1170.000,-418.151,274.135
1170.000,-423.552,265.713
1170.000,-428.784,257.185
1170.000,-433.844,248.555
1170.000,-438.730,239.824
1170.000,-443.441,230.998
1170.000,-447.974,222.079
1170.000,-452.328,213.071
1170.000,-456.501,203.977
1170.000,-460.491,194.803
1170.000,-464.297,185.550
1170.000,-467.916,176.223
1170.000,-471.349,166.825
1170.000,-474.592,157.360
1170.000,-477.646,147.833
1170.000,-480.508,138.246
1170.000,-483.178,128.604
1170.000,-485.655,118.910
1170.000,-487.937,109.169
1170.000,-490.023,99.384
1170.000,-491.914,89.560
1170.000,-493.607,79.699
1170.000,-495.103,69.807
1170.000,-496.401,59.886
1170.000,-497.500,49.942
1170.000,-498.399,39.978
1170.000,-499.099,29.997
1170.000,-499.600,20.005
1170.000,-499.900,10.004
1170.000,-500.000,0.000
1180.000,500.000,0.000
1180.000,499.900,10.004
1180.000,499.600,20.005
1180.000,499.099,29.997
1180.000,498.399,39.978
1180.000,497.500,49.942
1180.000,496.401,59.886
1180.000,495.103,69.807
1180.000,493.607,79.699
1180.000,491.914,89.560
1180.000,490.023,99.384
1180.000,487.937,109.169
1180.000,485.655,118.910
1180.000,483.178,128.604
1180.000,480.508,138.246
1180.000,477.646,147.833
1180.000,474.592,157.360
1180.000,471.349,166.825
1180.000,467.916,176.223
1180.000,464.297,185.550
1180.000,460.491,194.803
1180.000,456.501,203.977
1180.000,452.328,213.071
1180.000,447.974,222.079
1180.000,443.441,230.998
1180.000,438.730,239.824
1180.000,433.844,248.555
1180.000,428.784,257.185
1180.000,423.552,265.713
1180.000,418.151,274.135
1180.000,412.582,282.447
1180.000,406.848,290.646
1180.000,400.951,298.728
1180.000,394.893,306.691
1180.000,388.678,314.531
1180.000,382.307,322.245
1180.000,375.782,329.830
1180.000,369.108,337.283
1180.000,362.285,344.600
1180.000,355.318,351.780
1180.000,348.208,358.819
1180.000,340.959,365.715
1180.000,333.573,372.464
1180.000,326.053,379.064
1180.000,318.404,385.512
1180.000,310.626,391.805
1180.000,302.724,397.942
1180.000,294.701,403.920
1180.000,286.561,409.735
1180.000,278.305,415.387
1180.000,269.938,420.872
1180.000,261.463,426.189
1180.000,252.883,431.336
1180.000,244.201,436.309
1180.000,235.423,441.108
1180.000,226.549,445.730
1180.000,217.586,450.174
1180.000,208.535,454.437
1180.000,199.400,458.519
1180.000,190.186,462.417
1180.000,180.895,466.130
1180.000,171.532,469.656
1180.000,162.101,472.994
1180.000,152.604,476.143
1180.000,143.047,479.101
1180.000,133.432,481.867
1180.000,123.763,484.441
1180.000,114.046,486.820
1180.000,104.282,489.004
1180.000,94.477,490.993
1180.000,84.634,492.785
1180.000,74.757,494.380
1180.000,64.850,495.777
1180.000,54.917,496.975
1180.000,44.962,497.974
1180.000,34.989,498.774
1180.000,25.002,499.374
1180.000,15.005,499.775
1180.000,5.002,499.975
1180.000,-5.002,499.975
1180.000,-15.005,499.775
1180.000,-25.002,499.374
1180.000,-34.989,498.774
1180.000,-44.962,497.974
1180.000,-54.917,496.975
1180.000,-64.850,495.777
1180.000,-74.757,494.380
1180.000,-84.634,492.785
1180.000,-94.477,490.993
1180.000,-104.282,489.004
1180.000,-114.046,486.820
1180.000,-123.763,484.441
1180.000,-133.432,481.867
1180.000,-143.047,479.101
1180.000,-152.604,476.143
1180.000,-162.101,472.994
1180.000,-171.532,469.656
1180.000,-180.895,466.130
1180.000,-190.186,462.417
1180.000,-199.400,458.519
1180.000,-208.535,454.437
1180.000,-217.586,450.174
1180.000,-226.549,445.730
1180.000,-235.423,441.108
1180.000,-244.201,436.309
1180.000,-252.883,431.336
1180.000,-261.463,426.189
1180.000,-269.938,420.872
1180.000,-278.305,415.387
1180.000,-286.561,409.735
1180.000,-294.701,403.920
1180.000,-302.724,397.942
1180.000,-310.626,391.805
1180.000,-318.404,385.512
1180.000,-326.053,379.064
1180.000,-333.573,372.464
1180.000,-340.959,365.715
1180.000,-348.208,358.819
1180.000,-355.318,351.780
1180.000,-362.285,344.600
1180.000,-369.108,337.283
1180.000,-375.782,329.830
1180.000,-382.307,322.245
1180.000,-388.678,314.531
1180.000,-394.893,306.691
1180.000,-400.951,298.728
1180.000,-406.848,290.646
1180.000,-412.582,282.447
1180.000,-418.151,274.135
1180.000,-423.552,265.713
1180.000,-428.784,257.185
1180.000,-433.844,248.555
1180.000,-438.730,239.824
1180.000,-443.441,230.998
1180.000,-447.974,222.079
1180.000,-452.328,213.071
1180.000,-456.501,203.977
1180.000,-460.491,194.803
1180.000,-464.297,185.550
1180.000,-467.916,176.223
1180.000,-471.349,166.825
1180.000,-474.592,157.360
1180.000,-477.646,147.833
1180.000,-480.508,138.246
1180.000,-483.178,128.604
1180.000,-485.655,118.910
1180.000,-487.937,109.169
1180.000,-490.023,99.384
1180.000,-491.914,89.560
1180.000,-493.607,79.699
1180.000,-495.103,69.807
1180.000,-496.401,59.886
1180.000,-497.500,49.942
1180.000,-498.399,39.978
1180.000,-499.099,29.997
1180.000,-499.600,20.005
1180.000,-499.900,10.004
1180.000,-500.000,0.000
1190.000,500.000,0.000
1190.000,499.900,10.004
1190.000,499.600,20.005
1190.000,499.099,29.997
1190.000,498.399,39.978
1190.000,497.500,49.942
1190.000,496.401,59.886
1190.000,495.103,69.807
1190.000,493.607,79.699
1190.000,491.914,89.560
1190.000,490.023,99.384
1190.000,487.937,109.169
1190.000,485.655,118.910
1190.000,483.178,128.604
1190.000,480.508,138.246
1190.000,477.646,147.833
1190.000,474.592,157.360
1190.000,471.349,166.825
1190.000,467.916,176.223
1190.000,464.297,185.550
1190.000,460.491,194.803
1190.000,456.501,203.977
1190.000,452.328,213.071
1190.000,447.974,222.079
1190.000,443.441,230.998
1190.000,438.730,239.824
1190.000,433.844,248.555
1190.000,428.784,257.185
1190.000,423.552,265.713
1190.000,418.151,274.135
1190.000,412.582,282.447
1190.000,406.848,290.646
1190.000,400.951,298.728
1190.000,394.893,306.691
1190.000,388.678,314.531
1190.000,382.307,322.245
1190.000,375.782,329.830
1190.000,369.108,337.283
1190.000,362.285,344.600
1190.000,355.318,351.780
1190.000,348.208,358.819
1190.000,340.959,365.715
1190.000,333.573,372.464
1190.000,326.053,379.064
1190.000,318.404,385.512
1190.000,310.626,391.805
1190.000,302.724,397.942
1190.000,294.701,403.920
1190.000,286.561,409.735
1190.000,278.305,415.387
1190.000,269.938,420.872
1190.000,261.463,426.189
1190.000,252.883,431.336
1190.000,244.201,436.309
1190.000,235.423,441.108
1190.000,226.549,445.730
1190.000,217.586,450.174
1190.000,208.535,454.437
1190.000,199.400,458.519
1190.000,190.186,462.417
1190.000,180.895,466.130
1190.000,171.532,469.656
1190.000,162.101,472.994
1190.000,152.604,476.143
1190.000,143.047,479.101
1190.000,133.432,481.867
1190.000,123.763,484.441
1190.000,114.046,486.820
1190.000,104.282,489.004
1190.000,94.477,490.993
1190.000,84.634,492.785
1190.000,74.757,494.380
1190.000,64.850,495.777
1190.000,54.917,496.975
1190.000,44.962,497.974
1190.000,34.989,498.774
1190.000,25.002,499.374
1190.000,15.005,499.775
1190.000,5.002,499.975
1190.000,-5.002,499.975
1190.000,-15.005,499.775
1190.000,-25.002,499.374
1190.000,-34.989,498.774
1190.000,-44.962,497.974
1190.000,-54.917,496.975
1190.000,-64.850,495.777
1190.000,-74.757,494.380
1190.000,-84.634,492.785
1190.000,-94.477,490.993
1190.000,-104.282,489.004
1190.000,-114.046,486.820
1190.000,-123.763,484.441
1190.000,-133.432,481.867
1190.000,-143.047,479.101
1190.000,-152.604,476.143
1190.000,-162.101,472.994
1190.000,-171.532,469.656
1190.000,-180.895,466.130
1190.000,-190.186,462.417
1190.000,-199.400,458.519
1190.000,-208.535,454.437
1190.000,-217.586,450.174
1190.000,-226.549,445.730
1190.000,-235.423,441.108
1190.000,-244.201,436.309
1190.000,-252.883,431.336
1190.000,-261.463,426.189
1190.000,-269.938,420.872
1190.000,-278.305,415.387
1190.000,-286.561,409.735
1190.000,-294.701,403.920
1190.000,-302.724,397.942
1190.000,-310.626,391.805
1190.000,-318.404,385.512
1190.000,-326.053,379.064
1190.000,-333.573,372.464
1190.000,-340.959,365.715
1190.000,-348.208,358.819
1190.000,-355.318,351.780
1190.000,-362.285,344.600
1190.000,-369.108,337.283
1190.000,-375.782,329.830
1190.000,-382.307,322.245
1190.000,-388.678,314.531
1190.000,-394.893,306.691
1190.000,-400.951,298.728
1190.000,-406.848,290.646
1190.000,-412.582,282.447
1190.000,-418.151,274.135
1190.000,-423.552,265.713
1190.000,-428.784,257.185
1190.000,-433.844,248.555
1190.000,-438.730,239.824
1190.000,-443.441,230.998
1190.000,-447.974,222.079
1190.000,-452.328,213.071
1190.000,-456.501,203.977
1190.000,-460.491,194.803
1190.000,-464.297,185.550
1190.000,-467.916,176.223
1190.000,-471.349,166.825
1190.000,-474.592,157.360
1190.000,-477.646,147.833
1190.000,-480.508,138.246
1190.000,-483.178,128.604
1190.000,-485.655,118.910
1190.000,-487.937,109.169
1190.000,-490.023,99.384
1190.000,-491.914,89.560
1190.000,-493.607,79.699
1190.000,-495.103,69.807
1190.000,-496.401,59.886
1190.000,-497.500,49.942
1190.000,-498.399,39.978
1190.000,-499.099,29.997
1190.000,-499.600,20.005
1190.000,-499.900,10.004
1190.000,-500.000,0.000
1200.000,500.000,0.000
1200.000,499.900,10.004
1200.000,499.600,20.005
1200.000,499.099,29.997
1200.000,498.399,39.978
1200.000,497.500,49.942
1200.000,496.401,59.886
1200.000,495.103,69.807
1200.000,493.607,79.699
1200.000,491.914,89.560
1200.000,490.023,99.384
1200.000,487.937,109.169
1200.000,485.655,118.910
1200.000,483.178,128.604
1200.000,480.508,138.246
1200.000,477.646,147.833
1200.000,474.592,157.360
1200.000,471.349,166.825
1200.000,467.916,176.223
1200.000,464.297,185.550
1200.000,460.491,194.803
1200.000,456.501,203.977
1200.000,452.328,213.071
1200.000,447.974,222.079
1200.000,443.441,230.998
1200.000,438.730,239.824
1200.000,433.844,248.555
1200.000,428.784,257.185
1200.000,423.552,265.713
1200.000,418.151,274.135
1200.000,412.582,282.447
1200.000,406.848,290.646
1200.000,400.951,298.728
1200.000,394.893,306.691
1200.000,388.678,314.531
1200.000,382.307,322.245
1200.000,375.782,329.830
1200.000,369.108,337.283
1200.000,362.285,344.600
1200.000,355.318,351.780
1200.000,348.208,358.819
1200.000,340.959,365.715
1200.000,333.573,372.464
1200.000,326.053,379.064
1200.000,318.404,385.512
1200.000,310.626,391.805
1200.000,302.724,397.942
1200.000,294.701,403.920
1200.000,286.561,409.735
1200.000,278.305,415.387
1200.000,269.938,420.872
1200.000,261.463,426.189
1200.000,252.883,431.336
1200.000,244.201,436.309
1200.000,235.423,441.108
1200.000,226.549,445.730
1200.000,217.586,450.174
1200.000,208.535,454.437
1200.000,199.400,458.519
1200.000,190.186,462.417
1200.000,180.895,466.130
1200.000,171.532,469.656
1200.000,162.101,472.994
1200.000,152.604,476.143
1200.000,143.047,479.101
1200.000,133.432,481.867
1200.000,123.763,484.441
1200.000,114.046,486.820
1200.000,104.282,489.004
1200.000,94.477,490.993
1200.000,84.634,492.785
1200.000,74.757,494.380
1200.000,64.850,495.777
1200.000,54.917,496.975
1200.000,44.962,497.974
1200.000,34.989,498.774
1200.000,25.002,499.374
1200.000,15.005,499.775
1200.000,5.002,499.975
1200.000,-5.002,499.975
1200.000,-15.005,499.775
1200.000,-25.002,499.374
1200.000,-34.989,498.774
1200.000,-44.962,497.974
1200.000,-54.917,496.975
1200.000,-64.850,495.777
1200.000,-74.757,494.380
1200.000,-84.634,492.785
1200.000,-94.477,490.993
1200.000,-104.282,489.004
1200.000,-114.046,486.820
1200.000,-123.763,484.441
1200.000,-133.432,481.867
1200.000,-143.047,479.101
1200.000,-152.604,476.143
1200.000,-162.101,472.994
1200.000,-171.532,469.656
1200.000,-180.895,466.130
1200.000,-190.186,462.417
1200.000,-199.400,458.519
1200.000,-208.535,454.437
1200.000,-217.586,450.174
1200.000,-226.549,445.730
1200.000,-235.423,441.108
1200.000,-244.201,436.309
1200.000,-252.883,431.336
1200.000,-261.463,426.189
1200.000,-269.938,420.872
1200.000,-278.305,415.387
1200.000,-286.561,409.735
1200.000,-294.701,403.920
1200.000,-302.724,397.942
1200.000,-310.626,391.805
1200.000,-318.404,385.512
1200.000,-326.053,379.064
1200.000,-333.573,372.464
1200.000,-340.959,365.715
1200.000,-348.208,358.819
1200.000,-355.318,351.780
1200.000,-362.285,344.600
1200.000,-369.108,337.283
1200.000,-375.782,329.830
1200.000,-382.307,322.245
1200.000,-388.678,314.531
1200.000,-394.893,306.691
1200.000,-400.951,298.728
1200.000,-406.848,290.646
1200.000,-412.582,282.447
1200.000,-418.151,274.135
1200.000,-423.552,265.713
1200.000,-428.784,257.185
1200.000,-433.844,248.555
1200.000,-438.730,239.824
1200.000,-443.441,230.998
1200.000,-447.974,222.079
1200.000,-452.328,213.071
1200.000,-456.501,203.977
1200.000,-460.491,194.803
1200.000,-464.297,185.550
1200.000,-467.916,176.223
1200.000,-471.349,166.825
